ArticyId	TermType	ConvTitle	Actor	En	Zh
0x010000060001611B	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	You	Is this the last dream?	这是最后一个梦境吗？
0x0100000600016123	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Ancient Reptilian Brain	No. This is the one before that. We'll just keep cycling it for you, if you don't mind. As long as we can. Spin it like black yarn.	不。这是在它之前的那一个。如果你不介意的话，我们会继续为你循环……只要我们可以的话。像黑色线圈一样，不断旋转。
0x010000060001612A	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Limbic System	Enjoy it while it lasts.	趁它还在的时候，好好享受吧。
0x0100000600016132	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Volition	Go.	走吧。
0x0100000600016138	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	You	But I've been bad. I haven't earned this.	但我一直表现地很糟糕。这不是我应得的。
0x010000060001613F	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Ancient Reptilian Brain	No, you haven't. You've just *been*.	不，你没有。你刚刚*有过*。
0x010000060001616E	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	You	I've heard this song before.	我之前听过这首歌。
0x0100000600016175	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	You	Sing along -- in silent communion.	在无声的交流中——不断歌唱。
0x010000060001617B	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Ancient Reptilian Brain	This is greatest hits material. Black tape spinning and spinning and spinning... You finally tired yourself. Cornered the flicker of your mind and extinguished it.	这是最棒的精选集。黑色的磁带不断旋转着，旋转着……你终于累了。将你心灵的闪光逼入绝境，然后掐灭它。
0x0100000600016181	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Limbic System	For now -- a little while -- you can...	目前——这一会儿——你可以……
0x0100000600016189	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	You	How many days have I been in Martinaise already...	我已经在马丁内斯待了多少天……
0x0100000600016190	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Ancient Reptilian Brain	There are no days here. There are no weeks. Just black tape spinning. On repeat. Until the end.	这里没有日子。这里没有星期。只有黑色的磁带在旋转。循环往复。直到尽头。
0x0100000600016198	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Ancient Reptilian Brain	Blackness, blackness, blackness. The ultimate disco. The ruins of your life behind you, still smouldering. Ashes rise. But you're not looking.	黑暗，黑暗，黑暗。终极的迪斯科。生活的废墟就躺在你身后，还在缓慢地燃烧着。灰尘扬起。但你却没有回头去看。
0x01000006000161A2	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	You	(Sleep. Without words or images.)	（睡觉。没有语言或者图像。）
0x01000006000161AA	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Limbic System	When the pictograms and the hieroglyphs of the world return, they seem silent somehow. The alarm rings quietly too. You're ready.	当世界里的象形符号和文字回归之时，它们似乎变得有些沉默。就连闹钟铃声也变得异常安静。你已经准备好了。
0x01000006000161B1	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Half Light	Ready -- but something is coming. It always is.	准备好——但是有什么要来了。总是这样。
0x010000060001E639	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	You	Oh god...	天啦……
0x0100008100002FA8	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Limbic System	It's easier, this time, drifting off. Your head has found a comfortable indent in the pillow. Your legs and your torso feel like lead weights sinking to the bottom of the sea, until they're suddenly light...	这次简单一些，你就这么迷迷糊糊的睡了过去。你的脑袋在枕头里找到了一个舒服的位置。腿和躯干就像铅坠一样沉入深深的海底，直到一缕光线突然出现……
0x0100008100002FBC	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Ancient Reptilian Brain	This respite -- you've earned it, brother. Bask in the darkness. Let it swallow you up and swivel you around while you forget everything you've managed to remember...	休息——这是你应得的，兄弟。沐浴在黑暗里。它将你吞没，在你周围盘旋，而你……忘记了曾经记得的一切……
0x0100008100002FC4	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	You	Thank you, darkness. Thank you.	谢谢你，黑暗。谢谢。
0x0100008100002FCB	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Ancient Reptilian Brain	You're welcome, Harry-boy. You earned it.	不用客气，小哈里。这是你应得的。
0x0100008100002FD8	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	You	(Fall into a deep, uninterrupted sleep.)	（深入深层的、不间断的睡眠。）
0x0100008100002FDF	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	Limbic System	After centuries of darkness, the alarm rings -- but what's this? You *actually* feel rested. There's no time to cuddle with your pillow, however, or as much as shiver from the cold. The world awaits.	仿佛经历了几个世纪的黑暗，闹钟响了——这是怎么回事？你*确实*感觉休息得很好。不过没时间跟你的枕头缠绵，或者是在寒冷中慑慑发抖了。世界在等着你。
0x0100008100002FE6	Dialogue Text	WHIRLING F2 / BLACKOUT DREAM	You	[Open your eyes.]	[睁开双眼。]
0x010000040000C457	Dialogue Text	WHIRLING F2 / BROKEN WINDOW VISCAL	Logic	This person also *forced* the drinks on you.	这个人也在*强迫*你喝酒。
