ArticyId	TermType	ConvTitle	Actor	En	Zh
0x0100000400014797	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Kim Kitsuragi	"We know Ruby was the driver. We know that's your *affiliation* with her." He taps on his notebook. "Detective, you want to deliver the coup de grace?"	“我们知道露比就是那个司机了，我们知道了那就是你们跟她的*关联*。”他轻敲着笔记本。“警探，你要来给他们致命一击吗？”
0x01000004000147A8	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	"You sure do love long walks through Theory Town, don't you?" the big guy asks, straightening his cap. "Well, I'm thirsty now. Thirsty for beer. Got any less theoretical questions, cop?"	“你真的很喜欢在理论世界漫步，是不是？”大个子边问边整理着自己的帽子。“行了，我现在渴了，很想喝啤酒。还有什么理论上的问题吗，条子？”
0x01000004000147B8	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	You	"And what about this Ruby? Is she the eighth Hardie who runs this thing for you?"	“那个露比是怎么回事？她是替你管理这件事的第八个哈迪兄弟吗？”
0x0100000600016EFE	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Half Light	Okay, maybe it doesn't *feel* like this did anything to them -- but they have to be fretting a *little*. Everyone is afraid of  witnesses. *Witness* is a scary word.	“好吧，也许这对他们来说并没有什么*感觉*——但肯定会给他们造成*小小的*烦恼。每个人都害怕目击者，*目击者*是一个很可怕的词。”
0x0100000600016F04	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Rhetoric	So much bluster to hide the fact that they're uncomfortable with you having this info.	所有的虚张声势都是为了掩盖他们对你所掌握的信息而感到不安的事实。
0x010000060001A87B	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Empathy	They're only pretending to enjoy this. Beneath the act -- they don't like you knowing this.	他们只是在假装很享受这一切。在表象之下——他们很不喜欢你知道的东西。
0x010000060001D3B4	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Reaction Speed	Little shit? That's Cuno in the yard.	小崽子？那应该是院子里的坤诺。
0x010000060001D3BC	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Authority	He doesn't let it show, but must be a little impressed. You've put a lot of things together, fast.	他没有表现出来，但是肯定有一点被打动了。你整理出了很多线索，而且很快。
0x010000060001D3C2	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Logic	He's practically saying: yes. A *yes* to everything you said.	他实际上就是在说：是的。对你所说的一切，说了一句*是的*。
0x010000060001D3CB	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Reaction Speed	This was good. Every little piece helps put the big puzzle together.	这样很好。每一条小线索能把帮助解开那个大谜题。
0x010000210000081C	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	You	"Forget it. I knew they'd never own up to it." (Back off.)	“算了吧，我知道他们永远不会承认的。”（退后。）
0x010000400000329B	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	"I don't know," the big man says, swirling his beer can, "I guess *theoretical* things don't make me emotional. Now, I was sorta going to get my brewskie on."	“我不知道，”大块头摇晃着啤酒罐，说到，“我猜这种*理论上*的东西不会让我感情用事吧。现在，我有点想喝酒了。”
0x010000820000F97D	Alternate1	WHIRLING F1 /  HARDIE WC MODIFIERES	You	"Don't worry, we will figure this out sooner or later." (Conclude.)\n	“别担心，我们迟早会搞清楚的。”（结束。）
0x010000820000F97D	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	You	"Don't worry, I will figure this out sooner or later." (Conclude.)	“别担心，我迟早会搞清楚的。”（结束。）
0x010000820000F9A3	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Elizabeth	"Why don't you go home and log it into evidence. These men have told you what happened."	“你为什么不回去把它记录下来作为证据呢？这些人已经把事情经过告诉你了。”
0x010000820000F9AD	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Drama	Sire, it would be an event most dramatic if you were to produce the bullet and dangle it before their very eyes!	大人，如果您能当着他们的面把这颗子弹取出来，这将是一件多么惊人的事情啊！
0x010000820000F9B7	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Logic	It's not like you blew it *wide* open, but there's a little crack in there, somewhere...	并不能说你把它*完全*撬开了，但至少在某处，有一条小裂缝……
0x010000820000F9BF	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	He gives you an indulgent look. "Well there are so many bullets in the world and so many heads..."	他宽容地看了你一眼。“世界上有那么多子弹，那么多脑袋……”
0x010000820000F9C5	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	"I really don't care." He shrugs and looks over his shoulder.	“我真的不在乎。”他耸耸肩，回头看了一眼。
0x010000820000F9E0	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	You	"I just found a *bullet* -- in the hanged man's head."	“我刚刚发现了一颗*子弹*——在那个被吊起来的人的脑袋里。”
0x010000820000F9EC	Alternate1	WHIRLING F1 /  HARDIE WC MODIFIERES	You	"I told you already, I spoke to Evrart and he said you'd cooperate."	“我告诉过你，我跟艾弗拉特谈过了，他向我保证你会配合的。”
0x010000820000F9EC	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	You	"Me and Evrart talked. He promised you'd cooperate."	“我跟艾弗拉特谈过了，他向我保证你会配合的。”
0x010000820000F9F2	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Alain	"It's bound to happen again, you know." He taps on his right temple. "Just statistically speaking, of course."	“你知道，这种事一定会再次发生的。”他轻敲着自己的右侧太阳穴。“当然，只是从统计学上讲。”
0x010000820000F9F8	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	"Yeah yeah, I heard him. The fuck do you think I'm doing here? You'd have your ass handed to you if it wasn't for the bossman's word."	“是的，我听到了。你他妈以为我在这里干什么？如果不是老大发话，我早就给你好看了。”
0x010000820000FA08	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Shanky	"You gonna let him talk to me like that, Titus?" He turns his eyes, full of hurt, to the big man.	“你就放任他这么跟我们说话吗，提图斯？”他用受伤的眼神看向大个子。
0x010000820000FA0E	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	You	"Truly curious. If you *hanged* him, how did it get there?"	“真是怪了。如果你*吊死*了他，这是怎么进去的？”
0x010000820000FA1A	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Rhetoric	It would take an army to bend Titus to its will, but having Evrart back you up like that... did seem to have *some* effect.	只有动用军队才能让提图斯屈服，不过有艾弗拉特背书……看起来确实有*一些*效果。
0x010000820000FA20	Alternate1	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	"You still on about that bullet?" He pats the back of his head. "A bullet in a hanged man's head. You're right, copper -- that *is* mighty curious."	“你还在纠结那颗子弹？”他拍拍后脑勺。“一个吊人的脑袋里有颗子弹。你是对的，条子——这可*真是*怪了。”
0x010000820000FA20	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	"A bullet, you say?" He pats the back of his head. "That's mighty curious."	“你说一颗子弹？”他拍拍后脑勺。“这真是怪了。”
0x010000820000FA26	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	"Oh, so you went and talked to my mommy -- and now she's making me play with you?" He spits. "Is that it, lawman?"	“哦，所以你去找我妈咪了——而且现在她让我跟你一起玩？”他吐了口唾沫。“是这样吗，执法官？”
0x010000820000FA2E	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	He turns back to you. "The old man sent word you'd be around again. That's the reason I'm being so forthcoming with ya. Don't wear it out."	他转向你。“老头子说你会回来的。这就是我对你如此坦诚的原因，别浪费了。”
0x010000820000FA3E	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Shanky	"And what's going to happen if we don't?" The little guy leans forward. "You gonna go and *tell* on us?"	“而且如果我们不愿意会怎么样？”小个子前倾着身体。“你要去*告*我们的状吗？”
0x010000820000FA44	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	"Typical binoclard. Always a tattletale." He shakes his head resentfully and continues.	“典型的四眼仔，永远只会搬弄是非。”他愤怒地摇头，继续说道。
0x010000820000FA4A	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Titus Hardie	"Evrart sent word you two would be around again. That's the only reason I'm being so forthcoming with ya. Don't wear it out."	“艾弗拉特告诉我你们俩还会回来的。这就是我对你们如此坦诚的原因，别浪费了。”
0x010000820000FA50	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	You	"Very mature, guys. Evrart sent word, right?"	“真成熟啊，伙计们。艾弗拉特放话了，对吧？”
0x010000820000FA56	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Authority	Explosive laughter follows. To his men, Titus Hardie is a golden god. They want to laugh at his jokes even before they leave his lips. This guy is a born leader.	紧接着是一阵爆炸似的笑声。对他的兄弟们来说，提图斯·哈迪就是神。他们甚至想在他的笑话尚未说出口前就大笑出声，这家伙是个天生的领袖。
0x010000820000FA5C	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	You	"Curious yes, I guess we'll never know... About something else though?"	“确实很奇怪，也许我们永远不会知道了……还有别的事吗？”
0x010000820000FA68	Dialogue Text	WHIRLING F1 /  HARDIE WC MODIFIERES	Kim Kitsuragi	"I would though," he says, as casually as if he were commenting on the weather.	“我会的，”他漫不经心地说着，好像是在评价天气。
