ArticyId	TermType	ConvTitle	Actor	En	Zh
0x01000004000098A9	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	An hour?	一个小时？
0x01000004000098AF	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	Two hours?	两小时？
0x01000004000098B5	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	Pretty long. It's drink o'clock.	挺久了。喝酒的时间到了。
0x01000004000098BB	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	Not now.	现在不行。
0x01000004000098C7	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	Oh *excuse me*, do you have something better to do than lust for sweet syrupy rum and lemonade? With a twist of lemon? Maybe lime? Maybe who cares, just rum?	哎哟，*对不起*，除了渴望朗姆酒和柠檬水那甜蜜的琼浆之外，你还有什么更重要的事要做吗？再来一点柠檬？也许是酸橘？又也许，管它呢，只要朗姆酒就好？
0x01000004000098CE	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Volition	Yes, you do have something better to do. Stop drooling over that stupid rum stain and go. Before it's too late.	是的，你还有更重要的事可以做。别再对着那滩愚蠢的朗姆酒渍流口水了，赶紧走吧。要不然就太迟了。
0x01000004000098D7	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	Maybe I should... lick it before I go?	也许走之前，我应该先……舔上一口？
0x01000004000098DD	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	[Finish thought.]	[完成思维。]
0x01000004000098E5	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	Sweet lord, a whole hour! And you haven't thought about rum and lemonade in all that time? You've truly extinguished all trace of yourself.	老天爷啊，整整——小时啊！你居然没想念朗姆酒和柠檬水吗？你还真是把自己的过去抹得干干净净啊。
0x01000004000098EC	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	An hour would have been bad -- two hours is *mystical*. You have truly wiped out all trace of yourself if you haven't thought about rum and lemonade yet.	一个小时就够糟糕的了——两个小时更*玄妙*。如果你真的没想过朗姆酒和柠檬水，那你还真是完全抹去了自己的所有痕迹。
0x01000004000098F8	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	I've been secretly thinking about it all this time!	我一直在背地里暗戳戳的想着它们呢！
0x01000004000098FE	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	Actually, *should* I be thinking about this? Looks like drinking hasn't turned out too well for me.	事实上，我*应该*想吗？喝酒看起来对我不是太好。
0x0100000400009904	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	Now that you mention it, I do *need* a rum and lemonade. Isn't that a bar over there?	既然你都提了，我确实*需要*一杯朗姆柠檬水。这附近不是有间酒吧吗？
0x0100000400009911	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	Atta boy! It's coming back to him! You had your mesolimbic reward pathway worried there. Not thinking about drinking all that time... It was like you weren't *yourself*.	好小子！他又变回来了！你的中脑边缘奖励通路好担心呢。完全没想过喝酒……感觉好像你变得不像*你自己*了。
0x010000040000991C	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	MAYBE YOU HAVEN'T TURNED OUT WELL FOR YOUR DRINKING?! Have you thought about that?! Get a god damn rum and lemonade into yourself, boy! Or better yet -- lick that stain off the counter!	也许你的酒喝的还不够到位？！难道你没想到过这种可能吗？！赶快来上一杯朗姆柠檬水啊，伙计！或者更好的是——把柜台上的污渍舔干净！
0x0100000400009923	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	There he is, the old boy the devil! You rascal, you! Lets celebrate right now by licking that stain off the counter. Do it, it'll be *wild*!	他来了，那个老男孩，那个恶魔！你这个无赖，就是你！我们马上来庆祝吧，快把柜台上的污渍全舔干净！快点啊，这种感觉一定很*狂野*！
0x010000040000992E	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	Forget about the bar... Or don't forget about it, you should totally try to get a drink there too. But FIRST you should lick that stain off the counter! Yeah, man! Lets get WILD! Lick it!	忘了酒吧……或者，还是别忘，你完全应该去那儿弄杯喝的。不过，你应该先把柜台上的污渍舔掉！没错，伙计！狂野起来吧！快舔它！
0x0100000400009935	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	Maybe later.	以后再说吧。
0x010000040000993C	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	"Maybe later"? What is this, casual Friday? What's with the lackadaisical lax-man attitude? You used to be *passionate* about getting your drink on. Show me you're still young. Show me you have the FIRE in you! Lick that stain off the counter RIGHT NOW.	“以后再说”？这是干嘛，休闲星期五？这种无精打采的态度是怎么回事？你以前对喝酒一直很*热情*啊。你还很年轻，快证明给我看。证明给我看，你胸中的那团火还在！就是现在，马上给我舔掉柜台上的那滩污渍。
0x0100000400009943	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	I'll lick it later.	我以后再舔。
0x0100000400009949	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	I don't want to lick it.	我不想舔。
0x0100000400009950	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	RIGHT NOW MOTHERFUCKER!	现在就舔，你个狗娘养的！
0x010000040000995C	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	Lick it.	舔。
0x0100000400009962	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	Don't lick it.	不舔。
0x010000040000996A	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	Lick it, but only a little.	舔，但就一点点。
0x0100000400009976	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	What happened, man? You used to be *cool*. Go get your boring normal person drink then...	出什么事了，兄弟？你以前多*酷*啊。赶快找个无聊的正常人喝一杯去吧……
0x010000040000997D	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	You press your tongue against the counter. The stain is crusted at first, but after a couple of licks it starts to melt like a snowflake. If snowflakes were made of spiced black rum. Maybe it's your imagination but there's already some lemonade in it too. And some human hairs.	你的舌头抵在了柜台上。那滩污渍有些陈旧，但是舔了几下之后，它开始像雪花一样融化了——如果雪花是香料黑朗姆酒做的话。也许只是你的想象，不过确实像是尝到些许柠檬的味道。还有人类的头发。
0x0100000400009994	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	You could definitely go for some more. The titillating scent of alcohol in your nostrils was beautiful.	你绝对可以再多来一点。酒精那煽情的香味萦绕在你的鼻腔，感觉实在是太美了。
0x010000040000999F	Alternate1	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	It would go well with those cigarettes. That's a *great* combination.	它和那些香烟应该很配。这是个*绝佳*的组合。
0x010000040000999F	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	Get your drink on and your act together.	赶快喝起来，一起行动起来吧。
0x01000004000099A8	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	You lick it but only a little. Only with the tip of your tongue because you're a pleasure delayer. After two or three licks the crust begins to melt and a sweetness breaks loose. The sharp titillating scent of alcohol rises to your nostrils. It's dizzying.	你只用舌尖轻轻舔了一下，因为你是个快感延迟器。又试了两三下之后，陈旧的污渍开始融化，一股甜蜜的味道从中挣脱出来。酒精那尖锐煽情的香味萦绕在你的鼻腔，让人眼花缭乱。
0x01000004000099AF	Alternate1	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	A real drink would go well with those cigarettes. That's a *great* combination.	要想真正喝爽，还得配上香烟。那才是*绝佳*的组合。
0x01000004000099AF	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	You could definitely go for some more.	你绝对可以再多来一点。
0x01000004000099BC	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	Yeah man, yeah! Your mesolimbic reward pathway is going wild at the thought. Lick it, lick it, lick it your receptors chant.	对了，兄弟，就是这样！你的中脑缘奖励回路一想到这里就快疯掉了。舔它，快舔，用你的神经末梢舔一下。
0x0100002700000FBE	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Electrochemistry	That sugary black rum stain on the counter makes you teary-eyed with joy. It's almost touching how syrupy and sticky it is. How long have you been up already?	柜台上那甜蜜的黑朗姆污渍让你开心的热泪盈眶。它是那么的甜蜜，那么的粘稠，让人触动不已。你已经多久没碰过了？
0x0100002700000FCC	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Kim Kitsuragi	Calmly the lieutenant looks out of the window, then to you licking the tasty rum stain off the counter, then out of the window again.	警督平静地看着窗外，然后回头望向正在舔弄柜台上美味朗姆酒污渍的你，接着又转头看往窗外。
0x0100002700000FD3	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	Kim Kitsuragi	Calmly the lieutenant looks out of the window, then to you licking the tasty rum stain off the counter -- but only a *little* -- then out of the window again.	警督平静地看着窗外，然后回头望向正在舔弄柜台上那*一点点*美味朗姆酒污渍的你，接着又转头看往窗外。
0x0100002700000FEB	Dialogue Text	WHIRLING F1 ORB / alcohol impulse	You	"Investigating."	“我在调查。”
