ArticyId	TermType	ConvTitle	Actor	En	Zh
0x0100000F00006E9B	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	Rhetoric	Despite all the thinking you've been doing, only 0.0001% of communism has been built. It's too great a task to undertake alone. You're going to have to *get organised*.	尽管你考虑了那么多，但也只建立起0.0001%的康米主义。你独自承担不了这个重大的任务。你必须*找到组织*。
0x0100000F00006EAF	Alternate1	WHIRLING F2 ORB / Communist Quest Initiation	You	I thought the shack was nice and cozy as-is.	我觉得棚屋现在这样已经很好很舒适了。
0x0100000F00006EAF	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	You	Does this mean I need to clean up my hostel room?	那我是不是得打扫一下我旅社的房间了？
0x0100000F00006EB4	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	You	Judging from the state of my ledger, I don't think that’s possible.	根据我账本的状况来看，那是不可能实现的。
0x0100000F00006EB9	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	You	I'm ready, let's get to it.	我准备好了，我们开始吧。
0x0100000F00006EC4	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	Rhetoric	Your level of personal upkeep is irrelevant. All that matters is your commitment to *building the World Republic*.	你个人的生活水平无关紧要。重要的是你对*建立世界共和国*的承诺。
0x0100000F00006ECC	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	Rhetoric	You must seek out your revolutionary brothers and sisters. Find out how much communism they've built. Then, together, maybe you'll be able to build as much as 0.0002% of communism.	你必须找出革命同胞。弄清楚他们为建立康米主义做了多少努力。然后你们团结一致，也许就能建立0.0002%的康米主义了。
0x0100000F00006ED4	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	Rhetoric	But it won't be *easy*. Decades of persecution by Coalition authorities have driven the remaining communists of Martinaise *underground*.	但这不是一件*容易*的事情。在联盟当局几十年来的迫害之下，马丁内斯剩余的那些康米主义者都转移到了*地下*。
0x0100000F00006EDB	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	Inland Empire	They live underground? These communists aren't men, they're *mole people*!	他们住在地下？那些康米主义者不是人，他们是*鼹鼠人*！
0x0100000F00006EEC	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	You	I don't know if I want to go searching for mole people.	我也不知道自己想不想去找那些鼹鼠人。
0x0100000F00006EF2	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	You	But *I'm* part of the Coalition authorities! Have I been persecuting communists this whole time?	可*我就是*联盟的一份子！难道我一直都在迫害康米主义者吗？
0x0100000F00006EF8	Dialogue Text	WHIRLING F2 ORB / Communist Quest Initiation	You	Will they help me fire up Mazov's Socialist Sausage Grinder?	他们能帮我烧掉马佐夫的工人主义香肠绞肉机吗？
